Gender,Marital_Status,Dependents,Employment_Type,Education_Level,Annual_Income,Monthly_Expenses,Business_Income,Job_Stability_Years,Existing_EMI,Loan_Type,Loan_Amount,Property_Value,Document_Status,Bank_Balance,Savings_Balance,Eligibility_Status
female,single,2,private,graduate,2317744,28786,382431,7,189790,car,1429019,5897006,verified,256343,269881,Fully Eligible
female,married,3,private,graduate,1153947,15239,329031,9,195640,business,379515,983310,verified,89522,82293,Fully Eligible
female,single,1,self-employed,graduate,2488451,61409,441594,8,25927,education,1716130,10518787,verified,537309,136756,Fully Eligible
male,married,2,private,postgraduate,2137849,39750,375265,5,249689,business,1491507,5772640,verified,313566,310690,Fully Eligible
male,married,1,self-employed,graduate,2289187,35126,256849,7,259542,personal,1983537,9281686,verified,159131,280073,Fully Eligible
female,single,2,private,non-graduate,1540537,25671,150531,12,16310,home,1777744,12442388,verified,213920,50743,Fully Eligible
male,single,1,private,graduate,809636,8076,20288,7,122547,business,648516,2027607,unverified,95618,98112,Fully Eligible
male,married,0,private,graduate,2277366,21825,384692,1,65906,education,830441,2234048,verified,428163,300710,Fully Eligible
female,single,0,private,graduate,1336100,24332,272683,4,228266,business,1272449,6747212,verified,116662,97210,Fully Eligible
male,married,0,private,graduate,2439332,41143,213519,5,149115,personal,766047,4595721,verified,578266,168738,Fully Eligible
female,single,1,self-employed,graduate,1126723,16133,141917,12,204265,personal,993717,5108552,unverified,232366,91086,Fully Eligible
female,single,2,private,graduate,2191397,38937,309014,6,50428,personal,921908,3870066,verified,281160,188344,Fully Eligible
male,single,3,private,graduate,1290778,12319,76702,7,194817,personal,195456,841858,verified,113111,97674,Fully Eligible
female,single,3,self-employed,postgraduate,2023413,48696,13467,5,141329,home,1685487,5474866,verified,411767,183608,Fully Eligible
female,single,1,private,graduate,682581,9029,474545,2,180432,car,1587266,6442042,verified,50316,100140,Fully Eligible
female,single,1,self-employed,graduate,1400384,13345,46436,5,145934,personal,1833219,11539067,verified,94489,47401,Fully Eligible
female,married,1,private,postgraduate,1043055,11638,153103,5,47338,home,480800,2401935,verified,193980,154274,Fully Eligible
female,single,1,private,postgraduate,1057617,10496,480296,7,167046,business,853019,5931713,verified,95246,139533,Fully Eligible
male,married,3,government,graduate,637957,7215,453256,13,29904,personal,748587,2500286,verified,113949,80179,Fully Eligible
male,married,2,self-employed,postgraduate,423819,6475,497005,3,196818,business,129708,611198,unverified,51308,35615,Fully Eligible
female,married,3,private,non-graduate,445971,9202,226369,1,23711,business,1119642,6726853,verified,30849,17396,Fully Eligible
female,single,1,private,graduate,2460227,31669,309087,12,239294,education,1771175,6839283,verified,430281,256498,Fully Eligible
male,single,0,government,graduate,1762537,27493,199887,6,36347,home,823826,3158738,verified,315986,242014,Fully Eligible
female,single,3,private,non-graduate,651965,15524,23116,12,109277,home,798526,2417944,verified,103029,52812,Fully Eligible
male,married,0,private,graduate,467652,6202,184240,7,269645,personal,502180,3497510,verified,56012,17918,Fully Eligible
female,married,0,self-employed,graduate,2203865,47556,406234,11,41461,personal,1923871,6469293,unverified,513002,67545,Fully Eligible
female,single,1,self-employed,graduate,797946,8748,408956,10,154043,personal,1427922,10496133,verified,148455,35371,Fully Eligible
female,single,3,self-employed,postgraduate,486653,5501,371934,8,249704,home,410627,1948092,verified,78290,49985,Fully Eligible
female,married,2,self-employed,non-graduate,2180498,34748,413536,14,256179,business,1428110,10580763,verified,318804,324694,Fully Eligible
female,single,3,self-employed,postgraduate,2427205,29696,427028,7,101368,business,327480,884774,verified,530596,280228,Fully Eligible
female,married,2,self-employed,non-graduate,1816023,42465,211090,7,226864,personal,350796,1871659,verified,439935,88727,Fully Eligible
female,married,2,self-employed,graduate,508958,4671,396655,7,8143,business,1634476,9731988,verified,82170,67956,Fully Eligible
male,married,1,private,graduate,928244,16975,16696,1,13465,personal,1630786,8287238,unverified,55587,101393,Fully Eligible
male,single,2,private,postgraduate,2403398,44231,15948,9,17733,car,837823,4482783,verified,356297,159073,Fully Eligible
male,single,3,self-employed,non-graduate,1780809,16799,240018,9,242418,business,700007,3634437,unverified,318947,160630,Fully Eligible
female,married,3,government,graduate,1720027,35334,460642,7,130886,home,1400885,4549073,verified,367237,134782,Fully Eligible
female,married,0,private,graduate,2151273,34739,472511,9,270344,education,410405,2117500,verified,241164,289444,Fully Eligible
female,single,2,private,graduate,1201021,24482,323106,11,200107,home,1298128,6761492,unverified,222548,173424,Fully Eligible
female,single,1,government,graduate,2201276,48682,348285,4,31745,home,169627,725648,verified,130433,98710,Fully Eligible
female,married,1,private,graduate,1493077,20477,274336,7,175523,education,1640874,9086204,verified,179600,71208,Fully Eligible
female,married,3,private,graduate,1265272,20760,23362,2,15285,personal,842982,3843593,verified,138915,50478,Fully Eligible
female,married,2,self-employed,non-graduate,1193674,15135,25071,14,60820,business,558382,3504279,verified,80118,90246,Fully Eligible
male,married,1,government,graduate,1891627,22116,386004,6,270018,home,1658595,4463363,verified,360145,277174,Fully Eligible
female,single,2,self-employed,postgraduate,698581,5828,447207,2,218376,business,1435463,3660078,verified,86409,103723,Fully Eligible
male,single,2,self-employed,graduate,1794466,43773,390742,10,23307,education,345240,1767492,unverified,167922,182162,Fully Eligible
male,married,0,private,graduate,1709708,26811,261935,3,253170,education,1488279,11081896,verified,135793,146387,Fully Eligible
female,married,1,government,graduate,1266195,10827,447163,11,7161,business,429578,2030746,unverified,292159,83930,Fully Eligible
female,single,0,private,non-graduate,2456078,20833,460780,13,82596,business,1036039,2651633,verified,190971,73826,Fully Eligible
male,single,1,government,graduate,2473906,32505,157740,11,68308,education,346485,1415574,unverified,552019,152247,Fully Eligible
male,married,2,private,non-graduate,769916,6594,81226,1,79780,personal,1913661,9254951,verified,118521,36614,Fully Eligible
female,single,1,private,postgraduate,2332323,33994,258883,7,296295,business,1406386,9852642,verified,131142,70524,Fully Eligible
female,single,3,private,graduate,1287365,12078,242627,12,197106,car,1765124,5483202,verified,311089,177037,Fully Eligible
male,married,2,private,graduate,1043004,9374,95118,2,236087,car,900881,6416030,verified,167518,41845,Fully Eligible
female,married,1,self-employed,postgraduate,1076805,20986,396123,3,122068,business,277597,1998911,verified,122242,123871,Fully Eligible
female,married,0,government,graduate,530049,12428,98275,12,295981,home,417757,2383214,verified,54937,74706,Fully Eligible
female,single,0,self-employed,graduate,2168547,32867,68679,1,173627,education,872773,3164599,verified,246010,98124,Fully Eligible
male,married,2,government,graduate,494385,11014,336599,3,175859,personal,698557,3620999,verified,45963,29098,Fully Eligible
male,married,0,private,graduate,373966,3298,127073,11,250081,car,860863,5667278,verified,37060,21766,Fully Eligible
male,married,2,self-employed,non-graduate,1852007,39438,349454,4,257055,car,1212402,5201489,verified,233019,74698,Fully Eligible
female,married,2,self-employed,graduate,2015208,18902,7574,14,270682,home,350995,2466286,verified,310602,280449,Fully Eligible
female,single,2,self-employed,graduate,1545542,34476,239035,7,104893,business,1346616,3951796,unverified,301594,203836,Fully Eligible
male,single,1,private,graduate,2445141,56334,402522,6,17212,home,811161,3273782,verified,270485,185075,Fully Eligible
male,single,2,self-employed,postgraduate,374218,8020,198285,1,251779,personal,967180,7220955,verified,28830,45779,Fully Eligible
male,single,0,self-employed,postgraduate,1939293,42688,34811,11,191617,business,517366,2803798,verified,104947,176727,Fully Eligible
female,married,3,private,non-graduate,1452276,25692,387188,4,18070,car,1313963,7163343,verified,180696,161913,Fully Eligible
male,married,1,self-employed,postgraduate,955604,12182,400897,9,239012,car,1054632,3901453,verified,198941,107694,Fully Eligible
male,married,0,government,graduate,1596376,30417,487292,3,2698,education,273436,1856025,verified,184816,196415,Fully Eligible
female,married,2,private,graduate,2477448,38794,162786,6,23011,personal,758340,3522799,verified,231472,341644,Fully Eligible
female,single,2,self-employed,graduate,684315,5763,199722,11,30478,car,837552,5417027,verified,158983,85327,Fully Eligible
female,single,3,self-employed,postgraduate,2161300,35186,249926,2,123448,home,1933457,12670757,verified,394347,248082,Fully Eligible
male,single,0,self-employed,postgraduate,1913914,36721,261263,5,38589,car,976450,3294821,verified,469161,200271,Fully Eligible
female,single,1,private,non-graduate,2310768,19791,177493,9,176086,home,1417362,7099480,verified,374731,127301,Fully Eligible
female,single,0,government,postgraduate,2133281,39869,135925,12,110400,home,1940110,8575195,verified,337437,136479,Fully Eligible
male,married,2,private,graduate,1627414,31260,92955,2,130048,business,1640464,5371253,verified,397728,63539,Fully Eligible
female,married,1,private,graduate,995854,10922,237471,3,218754,business,165384,515498,verified,171419,60680,Fully Eligible
male,single,2,self-employed,graduate,339674,5271,289606,12,77832,car,1203837,3285268,verified,51952,32361,Partially Eligible
male,single,2,self-employed,graduate,1783361,43523,62165,2,53756,car,534552,3212559,unverified,174312,257591,Fully Eligible
female,married,0,self-employed,graduate,644187,14861,385130,2,232012,home,920283,5899707,verified,81545,29128,Fully Eligible
female,single,3,private,graduate,1317204,19995,227713,6,239607,business,1067427,5184432,verified,213933,109506,Fully Eligible
female,married,2,private,graduate,2220521,31451,268743,6,43820,car,555080,2952802,verified,361627,266686,Fully Eligible
female,married,0,government,postgraduate,1698527,17666,160518,5,36958,business,156771,597294,verified,239649,212721,Fully Eligible
female,married,1,private,graduate,1087238,9697,133413,14,37836,personal,102007,619590,verified,204277,57544,Fully Eligible
female,single,3,self-employed,graduate,929749,12357,317615,2,52184,home,1906210,10331244,verified,75666,47786,Fully Eligible
male,married,2,self-employed,graduate,422413,10139,307156,1,83399,business,1252136,8654238,verified,94407,43628,Fully Eligible
male,single,2,self-employed,graduate,1268052,30826,476245,13,185373,car,401834,2503722,verified,250410,177128,Fully Eligible
female,married,1,private,non-graduate,949120,20762,191997,13,126834,home,566911,1470950,verified,203885,120085,Fully Eligible
male,single,0,self-employed,graduate,689282,9774,115938,3,214935,education,1964938,12868868,verified,39339,52474,Fully Eligible
female,single,2,government,non-graduate,2226974,23888,289361,3,152530,home,707486,1864683,verified,459724,242748,Fully Eligible
male,married,1,private,graduate,2244970,40990,88392,9,233365,personal,1584604,10409624,verified,444347,136000,Fully Eligible
male,married,2,private,graduate,731596,13979,7408,4,37670,home,1384583,10296227,verified,39547,63362,Fully Eligible
male,married,0,private,graduate,834229,12855,297985,14,77622,business,1764348,8653055,verified,116931,78631,Fully Eligible
female,married,3,private,graduate,1019699,20252,414970,14,93925,business,1034625,3760332,verified,113130,108627,Fully Eligible
male,married,0,government,graduate,1609349,33439,256041,9,141715,car,1332239,3394353,verified,162753,125598,Fully Eligible
female,single,0,government,postgraduate,934625,19986,169385,13,126391,car,685206,2227923,verified,76084,31629,Fully Eligible
male,married,0,government,graduate,1893585,31632,122960,11,129729,home,186040,933718,verified,190623,267689,Fully Eligible
male,married,1,private,graduate,1880355,40479,109031,1,215753,home,1749108,11426798,verified,380630,272179,Fully Eligible
male,married,2,self-employed,graduate,2268057,19863,197523,3,291022,home,1694941,11622872,unverified,525200,255018,Fully Eligible
male,married,3,private,graduate,2010175,39546,344325,1,76321,business,945395,5594662,verified,241659,124559,Fully Eligible
male,single,1,self-employed,non-graduate,2357464,28903,431498,6,87300,business,1381732,4054146,verified,252433,238974,Fully Eligible
female,married,0,self-employed,non-graduate,214992,2760,309956,1,246583,education,1429576,10659947,verified,23355,13572,Fully Eligible
female,single,3,government,graduate,2024050,19947,380151,2,66642,education,893528,5571611,verified,317496,230458,Fully Eligible
male,single,0,self-employed,graduate,2274498,26247,128329,9,180020,education,850145,3938114,verified,134476,166571,Fully Eligible
male,married,0,government,graduate,1387638,34506,319446,11,278253,car,1883545,12371835,verified,228859,134453,Fully Eligible
male,single,0,government,non-graduate,1179413,17993,494560,1,149675,business,441256,2401696,unverified,276021,43724,Fully Eligible
male,married,3,government,graduate,1292791,30763,70439,4,241337,home,238474,1314924,verified,191968,193327,Fully Eligible
female,single,2,private,postgraduate,390070,4309,391039,6,94249,home,940327,6917526,verified,50590,42696,Fully Eligible
